,carat,cut,color,clarity,depth,table,volume
31493,0.35,Ideal,E,VS2,61.6,56.0,57.25
31494,0.35,Premium,E,VS2,61.6,58.0,57.84
31495,0.35,Ideal,E,VS2,61.6,55.0,56.67
31496,0.35,Ideal,E,VS2,61.7,56.0,57.71
31497,0.35,Very Good,E,VS2,62.1,59.0,55.67
31498,0.35,Ideal,E,VS2,62.5,55.0,57.36
31499,0.35,Ideal,E,VS2,62.0,55.0,57.66
31500,0.35,Premium,E,VS2,59.2,58.0,58.02
31501,0.35,Ideal,E,VS2,62.2,56.0,57.41
31502,0.35,Premium,E,VS2,60.4,60.0,56.35
31503,0.35,Very Good,E,VS2,58.9,59.0,57.93
31504,0.3,Ideal,J,SI1,62.3,57.0,49.02
31517,0.3,Premium,J,VS2,62.2,58.0,49.14
31518,0.3,Good,H,SI2,63.9,56.0,49.25
31519,0.3,Very Good,J,VS2,61.6,61.0,49.11
31520,0.3,Good,J,VS2,63.4,57.0,48.36
31521,0.3,Premium,J,VS2,60.6,59.0,50.18
31522,0.3,Premium,H,SI2,60.9,59.0,49.61
31528,0.32,Ideal,I,SI2,61.7,55.0,52.78
31530,0.31,Ideal,I,SI2,62.0,54.1,50.55
31534,0.32,Ideal,I,SI1,61.2,56.0,52.75
31535,0.32,Ideal,I,SI1,60.5,58.0,53.7
31536,0.3,Ideal,H,SI1,61.9,57.0,49.6
31537,0.3,Ideal,H,SI1,62.4,55.0,49.97
31538,0.3,Ideal,H,SI1,62.2,57.0,48.61
31539,0.3,Ideal,H,SI1,61.3,58.0,49.45
31540,0.3,Ideal,H,SI1,62.2,57.0,48.61
31541,0.3,Ideal,H,SI1,62.2,57.0,49.14
31542,0.3,Ideal,H,SI1,61.6,54.0,50.71
31543,0.3,Ideal,H,SI1,60.9,58.0,49.08
31544,0.3,Ideal,H,SI1,62.1,55.0,49.9
31545,0.3,Ideal,H,SI1,62.0,56.0,49.48
31546,0.3,Ideal,H,SI1,62.1,56.0,49.37
31547,0.3,Very Good,I,SI2,63.3,56.0,49.64
31548,0.3,Premium,J,SI1,62.7,59.0,47.82
31549,0.3,Very Good,J,SI1,63.4,54.0,49.0
31550,0.3,Good,J,SI1,63.8,56.0,48.83
31551,0.33,Premium,J,VS2,59.6,61.0,54.71
31557,0.33,Ideal,J,VS1,61.6,54.0,56.55
31558,0.39,Ideal,J,SI2,62.6,54.0,63.54
31562,0.35,Ideal,E,VS2,61.5,55.0,57.51
31563,0.35,Premium,F,VS1,60.7,58.0,57.6
31564,0.35,Premium,E,VS2,60.7,60.0,57.72
31565,0.35,Premium,E,VS2,60.9,59.0,57.35
31566,0.35,Premium,E,VS2,59.5,58.0,58.1
31567,0.35,Ideal,E,VS2,62.4,57.0,58.2
31568,0.32,Ideal,E,VS2,61.8,54.0,53.21
31569,0.32,Ideal,E,VS2,61.4,56.0,53.38
31570,0.38,Ideal,I,VVS2,62.0,54.5,63.38
31571,0.37,Ideal,I,VVS1,60.6,57.0,60.63
31572,0.38,Ideal,G,VS2,61.5,54.4,62.94
31573,0.38,Ideal,G,VS2,62.1,54.5,63.11
31574,0.37,Ideal,E,VS2,60.1,59.0,60.8
31575,0.38,Ideal,H,VS1,62.2,53.7,62.84
31576,0.33,Ideal,E,VS1,61.7,54.0,54.7
31578,0.32,Premium,E,VS2,61.6,59.0,53.02
31579,0.32,Ideal,E,VS2,62.1,55.0,53.41
31580,0.41,Very Good,F,SI1,61.9,55.0,68.29
31581,0.4,Premium,F,SI1,61.7,59.0,65.47
31582,0.32,Ideal,E,VS2,60.8,57.0,52.0
31602,0.4,Very Good,E,VS2,59.4,58.0,65.66
31603,0.4,Ideal,I,VVS2,61.6,56.0,66.25
31604,0.4,Ideal,I,VS2,61.7,57.0,66.11
31605,0.4,Ideal,H,SI1,61.7,56.0,65.97
31606,0.36,Premium,F,SI1,60.3,58.0,59.68
31607,0.36,Ideal,F,SI1,60.1,56.0,60.2
31608,0.36,Ideal,F,SI1,61.5,57.0,58.69
31609,0.38,Premium,F,SI2,61.0,61.0,60.93
31610,0.36,Ideal,F,SI1,61.5,56.0,60.01
31611,0.36,Premium,F,SI1,61.5,58.0,58.68
31612,0.36,Premium,F,SI1,61.6,60.0,59.02
31613,0.36,Premium,F,SI1,61.1,59.0,58.27
31614,0.36,Premium,F,SI1,61.1,59.0,59.46
31615,0.36,Premium,F,SI1,61.9,59.0,57.33
31616,0.36,Ideal,F,SI1,62.0,56.0,58.97
31617,0.36,Premium,F,SI1,62.3,59.0,57.87
31618,0.5,Premium,F,I1,60.5,60.0,80.94
31619,0.31,Premium,G,VS1,59.9,59.0,51.89
31620,0.38,Premium,J,VS1,62.1,60.0,61.26
31621,0.42,Very Good,I,VVS2,61.7,55.0,69.52
31622,0.41,Premium,E,SI2,60.6,60.0,67.7
31623,0.42,Ideal,I,VS1,61.7,54.0,68.71
31624,0.42,Ideal,I,VS1,61.5,55.0,69.95
31625,0.42,Ideal,I,VS1,61.5,56.0,69.95
31626,0.35,Ideal,E,VS1,61.6,55.1,58.43
31627,0.33,Ideal,E,VS1,61.5,56.2,53.7
31628,0.33,Ideal,E,VS1,62.3,53.8,54.16
31629,0.41,Ideal,D,SI1,60.7,55.0,69.01
31630,0.38,Good,G,VS2,58.8,62.0,60.84
31631,0.35,Very Good,D,VS1,63.0,57.0,57.18
31632,0.3,Fair,D,VVS2,65.2,59.0,47.93
31633,0.4,Very Good,J,VVS1,61.2,55.0,66.58
31634,0.32,Very Good,G,VVS1,61.4,55.0,53.38
31635,0.32,Very Good,G,VVS1,60.6,56.0,53.59
31636,0.4,Very Good,G,VS2,61.9,59.0,63.65
31637,0.33,Very Good,E,VS2,59.8,59.0,55.04
31638,0.33,Very Good,F,VS1,59.1,60.0,53.86
31639,0.31,Ideal,G,VVS1,61.4,57.0,51.41
31640,0.31,Ideal,G,VVS1,62.5,56.0,50.08
31641,0.31,Ideal,G,VVS1,60.8,56.0,52.55
31642,0.31,Ideal,G,VVS1,62.5,56.0,50.2
31643,0.31,Ideal,G,VVS1,62.3,56.0,51.4
31644,0.31,Ideal,G,VVS1,61.4,56.0,50.83
31645,0.31,Ideal,G,VVS1,62.4,56.0,51.16
31646,0.4,Ideal,E,SI1,60.6,56.0,66.12
31647,0.31,Ideal,H,IF,62.0,56.0,51.87
31648,0.31,Ideal,H,IF,61.4,57.0,51.3
31650,0.35,Premium,D,SI1,61.5,58.0,57.51
31651,0.35,Very Good,D,SI1,63.3,56.0,58.3
31652,0.35,Ideal,D,SI1,62.1,57.0,55.8
31653,0.41,Premium,G,VS2,60.7,59.0,68.21
31654,0.4,Premium,D,SI1,60.8,59.0,66.63
31655,0.4,Ideal,D,SI1,62.1,56.0,65.27
31656,0.4,Ideal,D,SI1,60.8,57.0,66.77
31657,0.44,Premium,G,SI1,61.1,59.0,70.97
31658,0.4,Very Good,D,SI1,61.4,56.0,66.8
31659,0.44,Very Good,G,SI1,61.6,61.0,70.48
31660,0.44,Premium,G,SI1,61.9,58.0,70.57
31661,0.4,Ideal,D,SI1,59.6,57.0,65.76
31662,0.44,Premium,G,SI1,61.9,59.0,70.42
31663,0.4,Premium,D,SI1,61.3,60.0,64.88
31664,0.4,Ideal,D,SI1,62.0,56.0,64.14
31665,0.4,Premium,D,SI1,59.9,60.0,64.57
31666,0.4,Premium,D,SI1,61.6,58.0,64.33
31667,0.44,Ideal,G,SI1,62.7,57.0,70.83
31668,0.44,Premium,G,SI1,60.1,60.0,70.97
31669,0.4,Premium,D,SI1,61.7,58.0,64.83
31670,0.44,Ideal,G,SI1,61.5,57.0,71.3
31671,0.4,Ideal,D,SI1,61.8,55.0,66.61
31672,0.44,Premium,G,SI1,61.0,60.0,71.93
31673,0.4,Premium,D,SI1,61.1,58.0,65.29
31674,0.34,Ideal,F,VVS2,61.5,56.0,55.52
31675,0.35,Ideal,H,VVS1,60.9,57.0,57.93
31676,0.35,Ideal,H,VVS1,61.6,55.0,58.43
31677,0.35,Ideal,E,VS1,61.1,55.0,58.27
31678,0.32,Premium,H,VVS2,62.2,58.0,51.4
31679,0.32,Ideal,G,VS1,60.7,56.0,53.35
31680,0.32,Premium,G,VS1,61.2,62.0,53.18
31681,0.32,Ideal,G,VS1,61.9,55.0,53.09
31682,0.32,Premium,F,VS2,59.5,60.0,53.15
31683,0.32,Premium,F,VS2,58.8,62.0,52.0
31684,0.32,Premium,F,VS2,59.7,62.0,51.03
31685,0.32,Very Good,F,VS2,63.3,57.0,52.47
31686,0.32,Ideal,F,VS2,63.0,57.0,51.85
31687,0.32,Ideal,F,VS2,61.9,55.0,53.77
31688,0.42,Very Good,H,VS2,62.9,56.0,67.6
31689,0.42,Premium,F,SI1,60.8,58.0,69.39
31690,0.42,Very Good,E,SI1,62.8,59.0,67.75
31691,0.42,Very Good,E,SI1,62.5,55.0,69.78
31692,0.42,Very Good,F,SI1,62.7,55.0,70.02
31693,0.42,Very Good,F,SI1,62.9,57.0,67.46
31694,0.42,Ideal,F,SI1,62.0,57.0,69.46
31695,0.42,Ideal,E,SI1,62.6,57.0,70.31
31696,0.42,Premium,F,SI1,60.0,59.0,69.11
31697,0.42,Ideal,E,SI1,61.5,55.0,70.62
31698,0.42,Ideal,H,VS2,62.5,57.0,68.46
31699,0.42,Very Good,H,VS2,62.1,57.0,67.86
31700,0.42,Ideal,E,SI1,61.3,57.0,67.74
31701,0.42,Very Good,E,SI1,62.3,58.0,68.23
31702,0.42,Premium,E,SI1,62.7,59.0,68.69
31703,0.42,Good,E,SI1,63.4,56.0,69.23
31704,0.42,Premium,E,SI1,61.6,59.0,69.81
31705,0.42,Premium,F,SI1,61.8,58.0,69.38
31706,0.42,Ideal,E,SI1,62.3,57.0,68.09
31707,0.42,Ideal,F,SI1,60.9,55.0,69.91
31708,0.42,Very Good,E,SI1,62.7,57.0,69.35
31709,0.42,Premium,F,SI1,61.5,58.0,68.62
31710,0.42,Ideal,F,SI1,60.6,57.0,69.96
31711,0.42,Ideal,I,VS1,62.0,55.0,70.28
31712,0.36,Ideal,D,VS2,62.5,55.0,59.26
31713,0.43,Very Good,J,VVS2,63.6,56.0,70.94
31714,0.37,Very Good,G,VVS2,59.9,55.0,63.31
31715,0.37,Very Good,H,VVS1,61.9,55.0,61.31
31716,0.43,Very Good,G,SI1,58.9,60.0,71.69
31717,0.3,Very Good,G,IF,61.4,58.0,48.81
31718,0.31,Ideal,D,VS1,61.1,55.0,51.53
31720,0.43,Ideal,F,VS1,61.9,56.0,70.42
31721,0.43,Very Good,D,SI1,61.0,57.0,70.29
31722,0.43,Good,D,SI1,63.8,55.0,70.36
31723,0.43,Ideal,D,SI1,62.5,55.0,69.78
31724,0.43,Good,D,SI1,63.4,55.0,70.56
31725,0.43,Premium,D,SI1,61.0,58.0,69.77
31726,0.43,Premium,D,SI1,61.2,60.0,68.53
31727,0.38,Very Good,G,VS2,62.5,56.0,61.2
31728,0.31,Ideal,F,VVS2,61.5,56.0,50.95
31729,0.36,Ideal,F,VS1,60.7,59.0,59.04
31730,0.3,Ideal,E,VS1,62.2,54.0,49.14
31731,0.3,Ideal,E,VS1,60.5,55.0,50.3
31732,0.41,Ideal,J,VS1,62.2,55.0,67.72
31733,0.41,Premium,F,SI2,59.0,58.0,68.59
31734,0.4,Good,D,SI2,64.0,56.0,65.21
31735,0.41,Premium,E,SI1,60.4,59.0,65.66
31736,0.34,Ideal,G,VVS2,61.1,57.0,55.69
31737,0.34,Premium,H,VVS1,61.2,60.0,54.99
31738,0.34,Very Good,G,VVS2,61.2,59.0,54.99
31739,0.34,Ideal,G,VVS2,61.6,56.0,55.39
31740,0.34,Good,H,VVS1,63.2,58.0,54.95
31741,0.34,Very Good,H,VVS1,62.9,57.0,55.57
31742,0.34,Ideal,H,VVS1,61.8,57.0,54.46
31743,0.34,Premium,G,VVS2,61.6,58.0,54.82
31744,0.34,Ideal,G,VVS2,62.1,55.0,55.1
31745,0.34,Ideal,G,VVS2,61.9,57.0,54.9
31746,0.34,Very Good,E,VVS2,62.7,59.0,54.12
31747,0.34,Very Good,G,VVS2,61.4,59.0,55.76
31748,0.3,Good,E,VVS1,63.5,57.0,48.77
31749,0.34,Ideal,G,VVS2,62.6,54.0,55.37
31750,0.34,Very Good,G,VVS2,61.7,56.0,55.84
31751,0.34,Ideal,H,VVS1,62.0,54.0,55.35
31752,0.41,Premium,J,VVS1,62.2,59.0,65.78
31753,0.41,Ideal,J,VVS1,61.2,57.0,67.88
31754,0.41,Very Good,J,VVS1,60.1,58.0,66.86
31755,0.41,Ideal,J,VVS1,62.0,57.0,66.84
31756,0.34,Premium,H,VVS1,61.1,59.0,55.69
31757,0.34,Premium,H,VVS1,61.5,60.0,54.95
31758,0.36,Ideal,G,VVS2,61.6,57.0,59.88
31759,0.36,Ideal,G,VVS2,62.3,56.0,59.05
31760,0.36,Ideal,D,VS2,62.0,54.0,60.78
31761,0.3,Ideal,F,VS2,60.9,56.0,49.61
31762,0.3,Good,G,VS1,63.6,54.0,49.82
31763,0.3,Premium,G,VS1,62.2,59.0,48.09
31764,0.3,Ideal,F,VS2,61.6,57.0,49.53
31765,0.3,Ideal,H,VVS2,61.2,57.0,49.15
31766,0.3,Ideal,H,VVS2,61.3,57.0,49.46
31767,0.3,Ideal,H,VVS2,61.5,57.0,49.76
31768,0.3,Ideal,H,VVS2,61.7,54.0,49.94
31769,0.3,Ideal,H,VVS2,60.4,56.0,49.35
31770,0.3,Ideal,H,VVS2,61.1,55.0,49.91
31771,0.3,Premium,H,VVS2,60.6,58.0,49.54
31772,0.3,Ideal,H,VVS2,61.3,56.0,50.1
31773,0.3,Ideal,H,VVS2,61.5,56.0,50.29
31774,0.3,Premium,H,VVS2,60.8,58.0,50.26
31776,0.3,Premium,H,VVS2,60.8,60.0,48.67
31777,0.3,Premium,H,VVS2,61.0,61.0,48.85
31778,0.3,Ideal,H,VVS2,61.6,55.0,49.64
31779,0.3,Premium,H,VVS2,62.0,58.0,50.13
31780,0.3,Good,H,VVS2,63.6,56.0,49.71
31781,0.3,Premium,H,VVS2,62.4,58.0,48.91
31782,0.3,Premium,H,VVS2,61.5,58.0,48.59
31783,0.3,Premium,H,VVS2,62.9,57.0,49.81
31784,0.3,Ideal,H,VVS2,62.1,56.0,49.37
31785,0.3,Very Good,H,VVS2,63.1,60.0,48.82
31786,0.3,Good,H,VVS2,63.6,55.0,49.18
31787,0.3,Ideal,H,VVS2,62.6,55.0,48.57
31788,0.3,Very Good,H,VVS2,63.5,55.0,49.29
31789,0.3,Ideal,H,VVS2,62.2,57.0,48.61
31790,0.3,Very Good,H,VVS2,63.4,57.0,47.84
31791,0.3,Ideal,H,VVS2,62.8,57.0,47.71
31792,0.3,Premium,H,VVS2,63.0,56.0,48.52
31793,0.3,Good,H,VVS2,63.7,55.0,49.06
31795,0.3,Ideal,G,VS1,59.9,56.0,50.68
31796,0.3,Premium,G,VS1,61.8,59.0,51.02
31797,0.3,Premium,G,VS1,61.4,58.0,49.99
31799,0.3,Premium,G,VS1,61.4,60.0,49.34
31800,0.3,Ideal,G,VS1,62.0,54.0,50.13
31801,0.3,Ideal,G,VS1,61.8,55.0,49.83
31802,0.3,Ideal,G,VS1,61.4,55.0,49.99
31803,0.3,Ideal,G,VS1,61.9,56.0,49.71
31804,0.3,Ideal,G,VS1,61.7,57.0,49.41
31805,0.3,Premium,G,VS1,61.9,59.0,49.6
31807,0.3,Premium,G,VS1,61.8,60.0,49.3
31808,0.3,Ideal,G,VS1,62.5,57.0,49.85
31809,0.3,Premium,G,VS1,61.3,58.0,49.04
31810,0.3,Premium,G,VS1,61.7,56.0,49.41
31811,0.3,Ideal,G,VS1,61.4,57.0,49.34
31812,0.3,Premium,G,VS1,62.3,59.0,49.02
31813,0.3,Good,G,VS1,63.6,55.0,50.24
31814,0.3,Premium,G,VS1,62.9,58.0,49.81
31815,0.3,Ideal,G,VS1,62.2,55.0,49.25
31816,0.3,Premium,G,VS1,62.2,59.0,49.25
31817,0.3,Ideal,G,VS1,62.9,57.0,49.81
31818,0.3,Premium,G,VS1,61.2,59.0,48.63
31819,0.3,Premium,G,VS1,61.9,59.0,49.18
31820,0.3,Ideal,G,VS1,61.5,56.0,49.22
31821,0.3,Ideal,G,VS1,61.8,54.0,49.3
31822,0.3,Ideal,G,VS1,62.6,57.0,49.09
31823,0.3,Premium,G,VS1,62.9,60.0,49.16
31824,0.3,Good,G,VS1,63.6,55.0,49.71
31825,0.3,Very Good,G,VS1,63.3,56.0,49.64
31826,0.3,Premium,G,VS1,62.8,58.0,48.86
31827,0.3,Premium,G,VS1,62.5,55.0,49.2
31828,0.3,Premium,G,VS1,62.1,60.0,48.31
31829,0.3,Very Good,G,VS1,63.1,59.0,48.82
31830,0.3,Good,G,VS1,63.8,55.0,49.48
31831,0.3,Ideal,G,VS1,62.8,57.0,48.86
31832,0.3,Very Good,G,VS1,63.1,56.0,48.41
31833,0.3,Very Good,G,VS1,63.1,58.0,48.82
31834,0.3,Premium,G,VS1,62.8,59.0,48.23
31835,0.3,Premium,G,VS1,62.0,60.0,47.8
31836,0.3,Ideal,G,VS1,62.8,57.0,48.23
31837,0.3,Very Good,G,VS1,63.4,58.0,48.36
31838,0.3,Good,G,VS1,63.6,57.0,48.65
31839,0.3,Premium,G,VS1,62.9,60.0,46.57
31840,0.3,Premium,G,VS1,62.4,58.0,47.24
31841,0.3,Ideal,F,VS2,62.0,55.0,50.01
31842,0.3,Ideal,F,VS2,62.0,54.0,50.13
31843,0.3,Ideal,F,VS2,60.7,56.0,49.31
31844,0.3,Premium,F,VS2,60.7,58.0,49.42
31845,0.3,Ideal,F,VS2,61.4,57.0,50.52
31846,0.3,Ideal,F,VS2,60.4,56.0,49.88
31847,0.3,Premium,F,VS2,60.6,60.0,50.72
31848,0.3,Ideal,F,VS2,61.8,57.0,49.83
31849,0.3,Ideal,F,VS2,62.3,57.0,50.09
31850,0.3,Ideal,F,VS2,61.9,55.0,49.71
31852,0.3,Ideal,F,VS2,61.1,56.0,49.27
31853,0.3,Ideal,F,VS2,61.3,55.0,49.04
31854,0.3,Ideal,F,VS2,62.9,57.0,50.34
31855,0.3,Ideal,F,VS2,60.7,57.0,48.78
31856,0.3,Premium,F,VS2,61.4,60.0,49.34
31857,0.3,Ideal,F,VS2,61.8,56.0,49.3
31858,0.3,Premium,F,VS2,62.5,58.0,49.85
31859,0.3,Ideal,F,VS2,61.6,57.0,49.0
31860,0.3,Premium,F,VS2,61.6,58.0,49.0
31861,0.3,Ideal,F,VS2,62.8,56.0,49.92
31863,0.3,Premium,G,SI2,62.7,55.0,48.98
31864,0.31,Ideal,I,VS2,62.1,54.0,51.63
31865,0.31,Ideal,I,VS2,61.6,57.0,51.8
31866,0.31,Ideal,I,VS2,61.6,55.0,51.92
31867,0.31,Ideal,I,VS2,61.4,55.0,51.6
31868,0.31,Ideal,I,VS2,61.0,57.0,51.11
31869,0.31,Ideal,I,VS2,62.0,54.0,52.3
31870,0.31,Ideal,I,VS2,62.3,54.0,52.49
31871,0.31,Ideal,I,VS2,61.6,55.0,52.46
31874,0.43,Premium,H,I1,62.0,59.0,68.8
31884,0.3,Very Good,I,VS2,60.5,55.0,49.88
31892,0.3,Premium,F,VS2,61.1,59.0,48.74
31893,0.3,Premium,F,VS2,62.2,58.0,49.25
31894,0.3,Ideal,F,VS2,62.5,55.0,49.32
31895,0.3,Ideal,F,VS2,62.7,57.0,49.51
31896,0.3,Ideal,F,VS2,62.8,55.0,49.92
31897,0.3,Premium,F,VS2,61.4,60.0,48.29
31898,0.3,Premium,F,VS2,61.5,60.0,48.06
31899,0.3,Ideal,F,VS2,62.9,57.0,49.16
31900,0.3,Ideal,F,VS2,62.1,55.0,48.84
31901,0.3,Ideal,F,VS2,62.9,57.0,49.28
31902,0.3,Premium,F,VS2,62.5,58.0,48.68
31903,0.3,Premium,F,VS2,62.2,60.0,47.57
31904,0.3,Premium,F,VS2,62.8,58.0,48.75
31905,0.3,Premium,F,VS2,62.8,58.0,48.75
31906,0.3,Premium,F,VS2,62.7,58.0,48.98
31907,0.3,Fair,F,VS2,65.4,55.0,49.68
31908,0.3,Ideal,G,VS1,61.5,57.0,49.76
31909,0.3,Premium,G,VS1,61.7,60.0,47.73
31910,0.3,Ideal,G,VS1,62.3,56.0,49.67
31911,0.3,Ideal,F,VVS1,61.9,57.0,49.6
31913,0.42,Very Good,I,VS1,62.1,57.0,68.37
31915,0.35,Ideal,D,VS2,62.1,54.0,58.84
31917,0.41,Ideal,J,IF,62.1,54.0,68.52
31918,0.44,Good,D,SI1,58.8,62.0,72.81
31919,0.37,Ideal,E,SI1,61.4,56.0,60.75
31920,0.31,Ideal,D,VVS2,60.9,57.0,51.88
31922,0.31,Ideal,D,VVS2,61.9,55.0,51.87
31923,0.31,Ideal,D,VVS2,60.1,56.0,52.75
31924,0.3,Ideal,D,VS2,61.8,55.0,50.36
31926,0.3,Ideal,D,VS2,61.0,55.0,50.56
31927,0.38,Premium,J,VVS2,60.5,59.0,62.87
31928,0.42,Premium,E,SI2,61.8,61.0,69.23
31929,0.32,Very Good,F,VVS2,62.5,55.0,53.36
31930,0.32,Very Good,F,VVS2,62.3,57.0,52.73
31931,0.31,Very Good,G,VVS1,58.8,59.0,52.0
31932,0.33,Very Good,D,VS2,60.0,62.0,53.99
31934,0.31,Very Good,H,IF,61.3,55.0,51.72
31935,0.31,Ideal,H,VVS2,61.3,56.0,51.72
31937,0.31,Ideal,G,VVS1,61.6,54.0,51.37
31938,0.43,Ideal,H,VS2,62.3,54.0,71.71
31939,0.38,Ideal,G,VS2,61.2,55.0,63.75
31940,0.35,Ideal,I,IF,62.7,55.0,58.28
31941,0.38,Premium,I,VS1,60.1,60.0,62.03
31942,0.39,Premium,E,SI2,60.7,62.0,64.21
31943,0.3,Ideal,E,VS1,62.5,56.0,49.32
31944,0.44,Premium,E,SI1,62.3,58.0,71.71
31945,0.31,Very Good,F,VVS1,59.4,57.0,50.95
31946,0.32,Ideal,E,VVS2,61.3,57.0,52.39
31948,0.32,Ideal,E,VVS2,60.4,59.0,53.95
31949,0.3,Ideal,E,VVS2,62.2,54.4,49.78
31950,0.3,Ideal,E,VVS2,61.7,53.8,49.94
31951,0.3,Ideal,E,VVS2,62.3,54.1,49.97
31952,0.32,Ideal,E,VVS2,61.3,54.0,53.5
31953,0.31,Ideal,D,VVS2,61.9,56.0,50.78
31954,0.32,Ideal,G,VVS1,60.3,58.0,53.51
31955,0.32,Ideal,G,VVS1,61.7,56.0,52.78
31956,0.31,Ideal,F,VVS1,60.4,59.0,51.07
31957,0.31,Good,F,VS1,63.9,55.0,50.31
31958,0.37,Very Good,E,VVS2,61.2,55.0,61.75
31959,0.41,Very Good,D,VS2,62.8,58.0,67.09
31960,0.36,Very Good,D,VS2,62.4,58.0,57.03
31961,0.43,Ideal,I,VS2,62.1,57.0,70.66
31962,0.34,Ideal,D,VS1,61.4,57.0,56.47
31963,0.32,Ideal,D,VS1,60.3,57.0,52.4
31964,0.35,Ideal,D,SI1,61.5,56.0,58.09
31965,0.35,Ideal,D,SI1,61.1,56.0,58.27
31969,0.33,Premium,I,VVS1,61.9,60.0,53.65
31970,0.33,Premium,I,VVS1,61.7,61.0,54.01
31971,0.33,Premium,I,VVS1,62.5,61.0,53.24
31972,0.33,Premium,D,SI1,60.3,58.0,54.19
31973,0.33,Premium,D,SI1,60.0,59.0,54.11
31974,0.33,Ideal,D,SI1,62.5,54.0,54.48
31975,0.33,Ideal,D,SI1,61.3,56.0,54.06
31976,0.33,Premium,D,SI1,60.1,59.0,53.87
31977,0.33,Ideal,D,SI1,62.8,56.0,53.87
31978,0.33,Ideal,D,SI1,62.7,55.0,54.11
31979,0.33,Premium,D,SI1,61.5,60.0,53.26
31980,0.33,Ideal,D,SI1,62.4,54.0,54.04
31981,0.33,Ideal,D,SI1,62.8,55.0,54.56
31982,0.33,Premium,D,SI1,60.4,60.0,52.71
31983,0.32,Ideal,E,VS2,61.4,57.0,53.38
31985,0.36,Very Good,F,VS1,61.3,54.0,61.14
31986,0.32,Ideal,F,VS2,61.4,55.0,53.94
31987,0.32,Ideal,F,VS2,61.4,55.0,53.38
31988,0.33,Ideal,D,VS2,62.1,56.0,55.1
31989,0.33,Ideal,D,VS2,62.1,54.0,54.53
31990,0.33,Ideal,D,VS2,61.8,56.0,55.02
31991,0.33,Premium,D,VS2,60.7,58.0,54.59
31992,0.33,Very Good,D,VS2,62.8,54.0,55.12
31993,0.33,Very Good,E,VS1,61.6,56.0,54.14
31994,0.33,Ideal,D,VS2,62.3,57.0,54.16
31995,0.33,Ideal,E,VS1,59.6,56.0,54.83
31996,0.33,Ideal,D,VS2,60.9,55.0,54.91
31998,0.33,Premium,E,VS1,60.9,58.0,54.35
31999,0.33,Ideal,D,VS2,62.3,56.0,54.73
32000,0.33,Ideal,D,VS2,62.6,56.0,53.68
32001,0.33,Ideal,D,VS2,61.8,56.0,53.33
32002,0.33,Premium,E,VS1,61.6,58.0,53.57
32003,0.33,Ideal,D,VS2,62.5,55.0,54.36
32004,0.33,Ideal,E,VS1,60.2,57.0,54.88
32005,0.33,Ideal,D,VS2,60.7,57.0,54.59
32006,0.33,Ideal,E,VS1,62.6,57.0,53.68
32007,0.33,Premium,E,VS1,61.5,59.0,53.82
32008,0.33,Ideal,D,VS2,61.9,57.0,54.33
32009,0.33,Ideal,E,VS1,62.7,57.0,53.99
32010,0.33,Ideal,D,VS2,60.9,55.0,54.79
32011,0.33,Ideal,E,VS1,60.6,57.0,55.98
32012,0.33,Ideal,D,VS2,62.1,56.0,54.53
32013,0.33,Ideal,D,VS2,62.5,56.0,54.93
32014,0.33,Ideal,D,VS2,61.9,56.0,53.77
32015,0.33,Premium,D,VS2,61.2,58.0,53.06
32016,0.33,Ideal,D,VS2,62.1,55.0,54.53
32017,0.36,Ideal,D,VS1,61.8,55.0,58.64
32018,0.4,Very Good,I,VVS2,63.7,58.0,64.49
32019,0.35,Ideal,F,VS1,61.9,55.0,58.51
32020,0.36,Ideal,E,VS1,60.9,57.0,59.85
32022,0.47,Ideal,H,SI2,61.8,54.0,78.68
32023,0.3,Very Good,F,VVS1,61.8,55.0,50.36
32024,0.36,Ideal,H,VVS1,62.0,54.0,60.31
32026,0.43,Ideal,H,SI1,61.9,55.0,71.09
32027,0.32,Ideal,H,IF,61.9,54.2,52.66
32028,0.4,Good,G,VS1,63.4,56.0,65.83
32029,0.39,Very Good,H,VVS2,62.4,57.0,64.09
32030,0.37,Very Good,E,VS1,63.5,59.0,60.57
32032,0.42,Very Good,D,SI1,62.3,58.0,69.55
32033,0.34,Ideal,F,VVS2,61.7,55.0,56.42
32034,0.47,Ideal,G,SI2,61.3,56.0,76.35
32035,0.47,Ideal,G,SI2,62.4,55.0,77.28
32036,0.4,Good,F,VS2,62.2,61.0,65.64
32037,0.41,Good,J,VS2,64.3,55.0,65.93
32038,0.41,Premium,J,VS2,61.9,59.0,64.91
32039,0.41,Very Good,J,VS2,63.4,56.0,66.47
32040,0.41,Good,I,SI1,63.8,57.0,65.63
32041,0.41,Very Good,G,SI2,63.4,58.0,66.47
32042,0.41,Good,G,SI2,63.6,54.0,66.83
32043,0.41,Premium,G,SI2,61.4,58.0,66.8
32044,0.41,Premium,F,SI2,60.9,58.0,67.79
32046,0.44,Very Good,G,SI1,60.3,58.0,73.71
32047,0.3,Ideal,E,VVS2,60.9,57.0,49.61
32048,0.36,Ideal,F,VS2,60.5,57.0,60.02
32049,0.31,Ideal,G,IF,62.8,56.0,52.2
32050,0.31,Premium,H,VVS1,61.8,59.0,50.48
32051,0.31,Good,H,VVS1,63.7,56.0,51.2
32052,0.32,Ideal,F,VVS2,61.2,57.0,52.63
